Return_ID,Order_ID,Customer_ID,Product_ID,Product_Name,Category,Return_Date,Return_Reason,Return_Method,Refund_Amount_INR,Refund_Method,Refund_Status,Resolution_Days,Customer_Feedback
RET50455,SN2305888,CUST10693,PRD1032,BIBA Floral Printed Kurta,Fashion,2023-11-22,Changed mind,Drop at Store,3038.4,Cash on Delivery,Processed,6,Dissatisfied
RET50456,SN2305894,CUST10011,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-11-17,Changed mind,Courier Self-Send,2398.5,Cash on Delivery,Pending,3,Neutral
RET50457,SN2305931,CUST10705,PRD1052,Hawkins Futura Non-Stick Wok 25cm,Home & Kitchen,2023-11-18,Poor build quality,Courier Self-Send,1619.1,Cash on Delivery,Processed,5,Dissatisfied
RET50458,SN2305969,CUST10493,PRD1004,Redmi Note 13 Pro 5G,Electronics,2023-11-26,Wrong model delivered,Drop at Store,48598.2,UPI,Processed,1,Dissatisfied
RET50459,SN2305986,CUST10350,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-11-22,Wrong model delivered,Pickup from Home,11198.6,Credit Card,Processed,3,Neutral
RET50460,SN2305997,CUST10089,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-11-13,Defective product,Pickup from Home,7599.05,Credit Card,Processed,2,Satisfied
RET50461,SN2306010,CUST10299,PRD1038,Puma Softride Enzo NXT Sneaker,Fashion,2023-11-15,Style not as shown,Pickup from Home,10797.6,UPI,Processed,1,Dissatisfied
RET50462,SN2306014,CUST10712,PRD1018,boAt Airdopes 141 TWS,Electronics,2023-11-18,Defective product,Drop at Store,1234.05,Cash on Delivery,Processed,7,Dissatisfied
RET50463,SN2306015,CUST10124,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-11-18,Fake/counterfeit suspected,Courier Self-Send,639.2,Credit Card,Processed,4,Dissatisfied
RET50464,SN2306036,CUST10500,PRD1016,Sony WH-1000XM5 Wireless,Electronics,2023-11-15,Not as described,Drop at Store,143995.5,Debit Card,Processed,3,Dissatisfied
RET50465,SN2306038,CUST10587,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,2023-11-22,Product defective,Drop at Store,22397.2,EMI,Rejected,7,Dissatisfied
RET50466,SN2306040,CUST10652,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,2023-11-12,Size issue,Pickup from Home,5096.6,EMI,Processed,6,Satisfied
RET50467,SN2306064,CUST10753,PRD1054,Wonderchef Ebony Non-Stick Tawa 30cm,Home & Kitchen,2023-11-15,Poor build quality,Drop at Store,1798.8,Net Banking,Processed,2,Dissatisfied
RET50468,SN2306068,CUST10604,PRD1018,boAt Airdopes 141 TWS,Electronics,2023-11-16,Screen damage in transit,Pickup from Home,3897,Net Banking,Processed,3,Satisfied
RET50469,SN2306079,CUST10738,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,2023-11-14,Fabric quality poor,Drop at Store,1874.25,Credit Card,Processed,6,Neutral
RET50470,SN2306111,CUST10529,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,2023-11-18,Product defective,Courier Self-Send,1039.2,UPI,Processed,2,Dissatisfied
RET50471,SN2306115,CUST10283,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-11-25,Not as described,Pickup from Home,26999.1,Credit Card,Processed,6,Neutral
RET50472,SN2306118,CUST10257,PRD1020,Noise ColorFit Pro 4,Electronics,2023-11-24,Wrong model delivered,Pickup from Home,2399.2,Cash on Delivery,Pending,2,Neutral
RET50473,SN2306121,CUST10133,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-11-17,Fake/counterfeit suspected,Pickup from Home,1797.75,Credit Card,Processed,2,Very Dissatisfied
RET50474,SN2306133,CUST10341,PRD1045,American Tourister Trolley Bag 68cm,Fashion,2023-11-14,Size/fit issue,Courier Self-Send,16797.6,UPI,Processed,3,Dissatisfied
RET50475,SN2306140,CUST10587,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2023-11-23,Defective product,Courier Self-Send,42499.15,Cash on Delivery,Processed,6,Neutral
RET50476,SN2306149,CUST10276,PRD1057,Craftter Wooden Wall Clock,Home & Kitchen,2023-11-19,Damaged packaging,Courier Self-Send,974.25,EMI,Pending,2,Very Dissatisfied
RET50477,SN2306155,CUST10060,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-11-24,Wrong model delivered,Pickup from Home,16999.15,UPI,Processed,3,Very Dissatisfied
RET50478,SN2306172,CUST10025,PRD1006,Realme 12 Pro+ 5G,Electronics,2023-11-21,Wrong model delivered,Courier Self-Send,23799.15,Net Banking,Processed,4,Neutral
RET50479,SN2306196,CUST10411,PRD1026,Levi's 511 Slim Fit Jeans,Fashion,2023-11-17,Size/fit issue,Drop at Store,3799.05,UPI,Processed,2,Neutral
RET50480,SN2306203,CUST10668,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-11-21,Wrong variant,Pickup from Home,799,Cash on Delivery,Processed,1,Satisfied
RET50481,SN2306240,CUST10657,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-11-25,Wrong item,Pickup from Home,11049.15,UPI,Processed,7,Neutral
RET50482,SN2306250,CUST10530,PRD1043,Titan Raga Women's Watch,Fashion,2023-11-19,Size/fit issue,Courier Self-Send,13497.75,UPI,Processed,6,Neutral
RET50483,SN2306280,CUST10636,PRD1004,Redmi Note 13 Pro 5G,Electronics,2023-11-30,Screen damage in transit,Drop at Store,21599.2,UPI,Processed,6,Dissatisfied
RET50484,SN2306284,CUST10587,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-11-28,Damaged packaging,Drop at Store,11699.1,Debit Card,Processed,3,Satisfied
RET50485,SN2306300,CUST10482,PRD1073,Wild Stone Gold EDT 50ml,Beauty,2023-11-19,Allergic reaction,Pickup from Home,569.05,Net Banking,Processed,2,Very Dissatisfied
RET50486,SN2306322,CUST10476,PRD1015,boAt Rockerz 450 Bluetooth,Electronics,2023-12-01,Defective product,Drop at Store,1499.25,Debit Card,Processed,6,Neutral
RET50487,SN2306339,CUST10665,PRD1037,Nike Air Max 270 Running Shoes,Fashion,2023-11-29,Fabric quality poor,Pickup from Home,8999.1,UPI,Processed,1,Dissatisfied
RET50488,SN2306349,CUST10065,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-11-21,Not as described,Pickup from Home,15999.2,UPI,Pending,5,Dissatisfied
RET50489,SN2306351,CUST10315,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,2023-11-19,Changed mind,Courier Self-Send,2124.15,UPI,Processed,1,Dissatisfied
RET50490,SN2306362,CUST10371,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-11-27,Fabric quality poor,Courier Self-Send,11997.6,Credit Card,Processed,6,Dissatisfied
RET50491,SN2306380,CUST10322,PRD1019,Noise Buds VS104 TWS,Electronics,2023-12-02,Battery issue,Pickup from Home,2338.2,Credit Card,Processed,7,Dissatisfied
RET50492,SN2306428,CUST10694,PRD1084,Deep Work – Cal Newport,Books,2023-11-29,Damaged spine,Courier Self-Send,1797,UPI,Processed,6,Neutral
RET50493,SN2306435,CUST10178,PRD1043,Titan Raga Women's Watch,Fashion,2023-11-22,Style not as shown,Pickup from Home,3599.4,Cash on Delivery,Processed,1,Neutral
RET50494,SN2306437,CUST10263,PRD1041,Skechers GOwalk 6 Slip-On,Fashion,2023-11-26,Wrong colour delivered,Drop at Store,7998.4,Cash on Delivery,Pending,4,Very Dissatisfied
RET50495,SN2306459,CUST10472,PRD1014,Lenovo Tab M10 FHD Plus,Electronics,2023-11-27,Not as described,Pickup from Home,28798.4,UPI,Pending,6,Satisfied
RET50496,SN2306471,CUST10788,PRD1055,Spaces 300TC Cotton King Bedsheet,Home & Kitchen,2023-11-25,Poor build quality,Courier Self-Send,1749.3,Credit Card,Processed,4,Dissatisfied
RET50497,SN2306482,CUST10648,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-11-30,Changed mind,Drop at Store,7998.4,Cash on Delivery,Processed,6,Dissatisfied
RET50498,SN2306485,CUST10508,PRD1024,Canon EOS 1500D DSLR Kit,Electronics,2023-12-05,Defective product,Drop at Store,107997.6,Credit Card,Processed,4,Satisfied
RET50499,SN2306520,CUST10319,PRD1083,Ikigai – Francesc Miralles,Books,2023-11-25,Pages missing,Pickup from Home,299.25,Cash on Delivery,Processed,3,Neutral
RET50500,SN2306521,CUST10073,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-11-28,Changed mind,Pickup from Home,4857.3,Credit Card,Processed,1,Dissatisfied
RET50501,SN2306524,CUST10763,PRD1073,Wild Stone Gold EDT 50ml,Beauty,2023-11-27,Changed mind,Courier Self-Send,359.4,Credit Card,Rejected,4,Satisfied
RET50502,SN2306557,CUST10583,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-12-06,Changed mind,Courier Self-Send,9796.5,Credit Card,Processed,3,Dissatisfied
RET50503,SN2306566,CUST10623,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2023-11-28,Style not as shown,Pickup from Home,52496.25,UPI,Processed,4,Dissatisfied
RET50504,SN2306575,CUST10707,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-11-27,Style not as shown,Courier Self-Send,6476.4,UPI,Processed,1,Dissatisfied
RET50505,SN2306591,CUST10343,PRD1072,Fogg Scent Xpressio EDP 100ml,Beauty,2023-12-02,Allergic reaction,Courier Self-Send,1438.2,Cash on Delivery,Pending,2,Dissatisfied
RET50506,SN2306594,CUST10094,PRD1030,H&M Regular Fit Linen Shirt,Fashion,2023-12-05,Wrong colour delivered,Courier Self-Send,1529.15,UPI,Processed,6,Neutral
RET50507,SN2306618,CUST10178,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-12-04,Wrong colour delivered,Drop at Store,1529.15,Debit Card,Processed,6,Dissatisfied
RET50508,SN2306630,CUST10038,PRD1021,boAt Wave Flex Connect,Electronics,2023-12-05,Not as described,Pickup from Home,3198.4,UPI,Processed,2,Very Dissatisfied
RET50509,SN2306638,CUST10109,PRD1071,SUGAR Matte Attack Transferproof Lipstick,Beauty,2023-12-07,Changed mind,Drop at Store,629.3,UPI,Processed,1,Very Dissatisfied
RET50510,SN2306655,CUST10317,PRD1062,Dot & Key Watermelon Sleeping Mask 85g,Beauty,2023-12-06,Changed mind,Drop at Store,854.05,EMI,Pending,4,Neutral
RET50511,SN2306664,CUST10245,PRD1005,Vivo V29 Pro 5G,Electronics,2023-12-03,Defective product,Courier Self-Send,66598.2,Credit Card,Processed,2,Neutral
RET50512,SN2306696,CUST10185,PRD1015,boAt Rockerz 450 Bluetooth,Electronics,2023-12-07,Screen damage in transit,Pickup from Home,2398.8,Net Banking,Rejected,2,Very Dissatisfied
RET50513,SN2306700,CUST10435,PRD1019,Noise Buds VS104 TWS,Electronics,2023-12-02,Not as described,Pickup from Home,5845.5,UPI,Processed,4,Neutral
RET50514,SN2306727,CUST10485,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-12-05,Fabric quality poor,Drop at Store,6746.25,Net Banking,Processed,5,Dissatisfied
RET50515,SN2306735,CUST10469,PRD1033,W Ethnic Wear Kurta Set,Fashion,2023-12-07,Wrong colour delivered,Drop at Store,1954.15,Credit Card,Processed,2,Neutral
RET50516,SN2306737,CUST10791,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,2023-12-06,Product defective,Drop at Store,3196.8,Net Banking,Processed,2,Very Dissatisfied
RET50517,SN2306800,CUST10255,PRD1076,Durafit Spark Cycle 21kg Flywheel,Sports,2023-12-10,Wrong item,Drop at Store,23799.15,Net Banking,Pending,5,Dissatisfied
RET50518,SN2306802,CUST10523,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-12-06,Wrong model delivered,Courier Self-Send,74996.25,EMI,Processed,3,Dissatisfied
RET50519,SN2306815,CUST10123,PRD1071,SUGAR Matte Attack Transferproof Lipstick,Beauty,2023-12-08,Allergic reaction,Courier Self-Send,764.15,Cash on Delivery,Processed,3,Dissatisfied
RET50520,SN2306825,CUST10514,PRD1001,Samsung Galaxy A54 5G,Electronics,2023-12-14,Screen damage in transit,Courier Self-Send,69597.6,UPI,Processed,3,Satisfied
RET50521,SN2306841,CUST10023,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-12-08,Seal broken,Courier Self-Send,1677.6,Debit Card,Processed,1,Very Dissatisfied
RET50522,SN2306853,CUST10427,PRD1037,Nike Air Max 270 Running Shoes,Fashion,2023-12-10,Size/fit issue,Courier Self-Send,19998,UPI,Processed,3,Neutral
RET50523,SN2306860,CUST10624,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,2023-12-16,Defective product,Drop at Store,112495.5,UPI,Processed,3,Satisfied
RET50524,SN2306864,CUST10379,PRD1033,W Ethnic Wear Kurta Set,Fashion,2023-12-14,Style not as shown,Pickup from Home,4138.2,Credit Card,Processed,5,Dissatisfied
RET50525,SN2306877,CUST10368,PRD1060,Pepperfry Solid Wood Study Table,Home & Kitchen,2023-12-12,Changed mind,Drop at Store,55245.75,UPI,Processed,2,Dissatisfied
RET50526,SN2306881,CUST10116,PRD1004,Redmi Note 13 Pro 5G,Electronics,2023-12-09,Battery issue,Drop at Store,53998,Credit Card,Processed,3,Neutral
RET50527,SN2306913,CUST10745,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2023-12-15,Wrong colour delivered,Courier Self-Send,13999,Debit Card,Pending,1,Dissatisfied
RET50528,SN2306915,CUST10454,PRD1017,JBL Tune 760NC Headphone,Electronics,2023-12-15,Battery issue,Pickup from Home,7599.05,UPI,Processed,7,Dissatisfied
RET50529,SN2306928,CUST10083,PRD1034,Aurelia Embroidered Salwar Suit,Fashion,2023-12-10,Wrong colour delivered,Pickup from Home,4348.5,Net Banking,Processed,1,Dissatisfied
RET50530,SN2306940,CUST10616,PRD1033,W Ethnic Wear Kurta Set,Fashion,2023-12-18,Changed mind,Pickup from Home,3678.4,Debit Card,Processed,5,Neutral
RET50531,SN2306943,CUST10752,PRD1070,Maybelline Fit Me Matte Foundation,Beauty,2023-12-13,Changed mind,Courier Self-Send,664.05,UPI,Processed,3,Very Dissatisfied
RET50532,SN2306965,CUST10465,PRD1022,Samsung Galaxy Watch 6,Electronics,2023-12-14,Not as described,Pickup from Home,28499.05,Debit Card,Processed,4,Dissatisfied
RET50533,SN2306966,CUST10604,PRD1069,Lakme Absolute Mousse Foundation,Beauty,2023-12-18,Changed mind,Courier Self-Send,799,Credit Card,Processed,6,Dissatisfied
RET50534,SN2306980,CUST10313,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,2023-12-20,Changed mind,Courier Self-Send,4998,Cash on Delivery,Processed,2,Satisfied
RET50535,SN2306987,CUST10715,PRD1003,OnePlus Nord CE 3 Lite,Electronics,2023-12-15,Screen damage in transit,Drop at Store,19999,UPI,Processed,4,Very Dissatisfied
RET50536,SN2307036,CUST10233,PRD1008,Dell Inspiron 15 Core i7,Electronics,2023-12-23,Not as described,Drop at Store,269996.4,Debit Card,Processed,1,Neutral
RET50537,SN2307048,CUST10007,PRD1058,Ivyspace Artificial Plant Set of 3,Home & Kitchen,2023-12-21,Damaged packaging,Drop at Store,2997,EMI,Processed,5,Satisfied
RET50538,SN2307050,CUST10686,PRD1033,W Ethnic Wear Kurta Set,Fashion,2023-12-13,Size/fit issue,Pickup from Home,2184.05,UPI,Processed,5,Dissatisfied
RET50539,SN2307057,CUST10096,PRD1065,Cetaphil Moisturising Cream 250g,Beauty,2023-12-22,Seal broken,Courier Self-Send,629.1,EMI,Pending,1,Satisfied
RET50540,SN2307070,CUST10761,PRD1056,Bombay Dyeing Microfibre Comforter,Home & Kitchen,2023-12-13,Wrong item,Pickup from Home,19995,Credit Card,Processed,1,Neutral
RET50541,SN2307075,CUST10428,PRD1069,Lakme Absolute Mousse Foundation,Beauty,2023-12-14,Allergic reaction,Drop at Store,799,Cash on Delivery,Processed,1,Neutral
RET50542,SN2307087,CUST10760,PRD1044,Wildcraft 35L Hiking Backpack,Fashion,2023-12-22,Changed mind,Pickup from Home,2499,UPI,Processed,5,Dissatisfied
RET50543,SN2307105,CUST10478,PRD1036,H&M Ribbed Jersey Dress,Fashion,2023-12-25,Wrong colour delivered,Courier Self-Send,1799,Credit Card,Processed,1,Dissatisfied
RET50544,SN2307162,CUST10417,PRD1059,Nilkamal Esteem Bookshelf,Home & Kitchen,2023-12-25,Poor build quality,Pickup from Home,14398.2,UPI,Processed,2,Neutral
RET50545,SN2307186,CUST10640,PRD1078,Adidas Aeroready Training Tights,Sports,2023-12-25,Wrong item,Pickup from Home,2379.15,Cash on Delivery,Processed,7,Neutral
RET50546,SN2307205,CUST10577,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-12-24,Changed mind,Courier Self-Send,489.3,Debit Card,Pending,6,Satisfied
RET50547,SN2307210,CUST10013,PRD1069,Lakme Absolute Mousse Foundation,Beauty,2023-12-23,Seal broken,Pickup from Home,599.25,Debit Card,Pending,6,Very Dissatisfied
RET50548,SN2307228,CUST10154,PRD1082,The Alchemist – Paulo Coelho,Books,2023-12-20,Duplicate order,Drop at Store,280,Cash on Delivery,Processed,1,Satisfied
RET50549,SN2307286,CUST10013,PRD1050,Havells Fresco 800W OTG 19L,Home & Kitchen,2023-12-23,Poor build quality,Pickup from Home,21245.75,UPI,Pending,7,Dissatisfied
RET50550,SN2307295,CUST10552,PRD1022,Samsung Galaxy Watch 6,Electronics,2024-01-04,Wrong model delivered,Drop at Store,29999,UPI,Processed,3,Dissatisfied
RET50551,SN2307328,CUST10200,PRD1084,Deep Work – Cal Newport,Books,2024-01-01,Duplicate order,Courier Self-Send,569.05,Net Banking,Processed,1,Very Dissatisfied
RET50552,SN2307329,CUST10276,PRD1031,Puma Dry-Cell Training T-Shirt,Fashion,2023-12-31,Wrong colour delivered,Courier Self-Send,3198,Debit Card,Pending,2,Satisfied
RET50553,SN2307333,CUST10059,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-12-30,Seal broken,Courier Self-Send,1328.1,UPI,Processed,3,Satisfied
RET50554,SN2307346,CUST10049,PRD1023,Fitbit Charge 6,Electronics,2023-12-28,Defective product,Courier Self-Send,56997,Cash on Delivery,Processed,2,Very Dissatisfied
RET50555,SN2307362,CUST10094,PRD1012,Samsung Galaxy Tab A8 LTE,Electronics,2023-12-28,Wrong model delivered,Courier Self-Send,49998,Credit Card,Processed,1,Dissatisfied
RET50556,SN2307363,CUST10453,PRD1047,Prestige Iris 750W Mixer Grinder,Home & Kitchen,2023-12-29,Damaged packaging,Courier Self-Send,3199.2,Debit Card,Processed,4,Dissatisfied
RET50557,SN2307377,CUST10150,PRD1035,Zara Flowy Midi Dress,Fashion,2024-01-03,Style not as shown,Drop at Store,3599.1,Debit Card,Pending,3,Neutral
RET50558,SN2307386,CUST10007,PRD1014,Lenovo Tab M10 FHD Plus,Electronics,2023-12-31,Screen damage in transit,Drop at Store,40497.75,UPI,Processed,2,Neutral
RET50559,SN2307428,CUST10178,PRD1004,Redmi Note 13 Pro 5G,Electronics,2024-01-06,Defective product,Drop at Store,24299.1,UPI,Rejected,7,Dissatisfied
RET50560,SN2307429,CUST10339,PRD1042,Fossil Gen 6 Hybrid Smartwatch,Fashion,2023-12-30,Size/fit issue,Courier Self-Send,37786.5,Cash on Delivery,Processed,7,Satisfied
RET50561,SN2307435,CUST10756,PRD1068,TRESemmé Keratin Smooth Shampoo 580ml,Beauty,2023-12-31,Seal broken,Drop at Store,2097,Credit Card,Pending,2,Dissatisfied
RET50562,SN2307441,CUST10164,PRD1053,Prestige Svachh Flip-Lid Pressure Cooker 5L,Home & Kitchen,2024-01-07,Poor build quality,Courier Self-Send,2199,Cash on Delivery,Pending,1,Neutral
RET50563,SN2307471,CUST10190,PRD1079,Decathlon Quechua 10L Hiking Daypack,Sports,2024-01-04,Size issue,Pickup from Home,1349.1,Credit Card,Processed,1,Very Dissatisfied
RET50564,SN2307473,CUST10683,PRD1078,Adidas Aeroready Training Tights,Sports,2024-01-03,Wrong item,Drop at Store,2519.1,UPI,Processed,5,Neutral
RET50565,SN2307476,CUST10084,PRD1027,Allen Solly Formal Shirt,Fashion,2024-01-04,Style not as shown,Pickup from Home,2698.5,Cash on Delivery,Processed,6,Neutral
RET50566,SN2307511,CUST10088,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2024-01-05,Changed mind,Courier Self-Send,33597.6,UPI,Processed,7,Dissatisfied
RET50567,SN2307524,CUST10251,PRD1082,The Alchemist – Paulo Coelho,Books,2024-01-04,Wrong title,Courier Self-Send,315,Credit Card,Processed,6,Neutral
RET50568,SN2307525,CUST10775,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,2024-01-09,Product defective,Courier Self-Send,6298.2,Debit Card,Processed,7,Very Dissatisfied
RET50569,SN2307526,CUST10755,PRD1039,Adidas Ultraboost 22 Shoes,Fashion,2024-01-05,Fabric quality poor,Pickup from Home,13999,Cash on Delivery,Processed,4,Very Dissatisfied
RET50570,SN2307528,CUST10652,PRD1030,H&M Regular Fit Linen Shirt,Fashion,2024-01-03,Size/fit issue,Pickup from Home,3598,Credit Card,Processed,5,Dissatisfied
RET50571,SN2307533,CUST10423,PRD1048,Philips HL7756 750W Mixer,Home & Kitchen,2024-01-10,Changed mind,Drop at Store,2974.15,Debit Card,Processed,4,Dissatisfied
RET50572,SN2307536,CUST10668,PRD1009,Lenovo IdeaPad Slim 3 15,Electronics,2024-01-11,Screen damage in transit,Pickup from Home,99998,Credit Card,Rejected,1,Neutral
RET50573,SN2307549,CUST10490,PRD1028,Van Heusen Slim Fit Chinos,Fashion,2024-01-10,Fabric quality poor,Pickup from Home,7122.15,EMI,Processed,2,Neutral
